                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10398      4.7999999999999998E+000      1.4000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66 
                            model_number                                 star_age                                star_mass                                   log_dt                                num_zones                           mass_conv_core                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                  extra_L                              log_extra_L                                 log_Teff                                    log_L                                    log_R                                    log_g                             log_center_T                           log_center_Rho                             log_center_P                        center_degeneracy                             center_gamma                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_c13                               center_n13                               center_n14                               center_o16                               center_o18                               surface_h1                            total_mass_h1                           total_mass_he4                           total_mass_c12                           total_mass_o16                                       pp                                      cno                                 tri_alfa                                   burn_c                                  c12_c12                                  c12_o16                                  o16_o16              total_internal_energy_start         total_gravitational_energy_start                       total_energy_start                    total_internal_energy               total_gravitational_energy                             total_energy                           total_eps_grav                      total_extra_heating           total_energy_sources_and_sinks                              num_retries                              num_backups                    num_newton_iterations                                log_max_T                                wimp_temp                                 Nx_total                                center_nx                                center_np 
                                    1163                  1.1291851172605932E+008                  8.3437651150240710E-001                  2.6870522547559532E+000                                     1732                  0.0000000000000000E+000                  8.3437651150240710E-001                  8.2250199167756710E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8989171995368334E+001                  2.8034878457749919E+000                  2.4760649508013173E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3740252599573921E+000                  3.2983833999235594E+000                 -1.5755999835003773E+000                  7.5104513901989964E+000                  8.1802920584112098E+000                  6.8092094973712047E+000                  2.3647130765517016E+001                  3.1030455396464031E+001                  5.7464069621035954E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  5.0912814825058428E-039                  7.8643369471581412E-038                  6.1410931445782333E-003                  3.6846721959123163E-001                  4.4464169419994570E-001                 -1.9109370970321763E+001                 -1.9605769777418629E+001                  2.8034878457749919E+000                  2.4695922698598398E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0873486911879021E+050                 -1.9225013924304234E+050                 -8.3515270124252128E+049                  1.0901866401102275E+050                 -1.9269974227537032E+050                 -8.3681078264347567E+049                  1.6511289737511586E+047                  0.0000000000000000E+000                 -1.6511289735280720E+047                                       17                                        1                                        5                  8.5808814767730208E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1164                  1.1291909548494039E+008                  8.3437638545669923E-001                  2.7662335008035779E+000                                     1723                  0.0000000000000000E+000                  8.3437638545669923E-001                  8.2258932326686174E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9484241102272879E+001                  2.7830494113788129E+000                  2.4532342311051250E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3723140109017029E+000                  3.2787082681405355E+000                 -1.5820150512805125E+000                  7.5232814601522424E+000                  8.1790801965088455E+000                  6.8118440861932097E+000                  2.3650956988787918E+001                  3.1215917988689345E+001                  5.7741284088164413E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  3.1594701297241942E-039                  2.5482869959803192E-038                  6.0982172914218150E-003                  3.6848684563729778E-001                  4.4466474027881370E-001                 -1.9714065628977885E+001                 -1.9870485536156597E+001                  2.7830494113788129E+000                  2.4467694047074309E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0901866339822237E+050                 -1.9269972513853457E+050                 -8.3681061740312197E+049                  1.0935381485922016E+050                 -1.9323017990051129E+050                 -8.3876365041291130E+049                  1.9440494370649036E+047                  0.0000000000000000E+000                 -1.9440494370426635E+047                                       17                                        1                                        6                  8.5805088895822479E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1165                  1.1291979599559769E+008                  8.3437625942016402E-001                  2.8454147468512030E+000                                     1732                  0.0000000000000000E+000                  8.3437625942016402E-001                  8.2268124119782648E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9427679471083589E+001                  2.7682798146861511E+000                  2.4320085477707418E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3708222338102116E+000                  3.2594690358359872E+000                 -1.5886511132498047E+000                  7.5365535184885681E+000                  8.1776133233787096E+000                  6.8149488551047419E+000                  2.3655464691296544E+001                  3.1438643751114981E+001                  5.8074868337266281E+000                  1.7537423422595866E+000                  4.9936760881507569E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  2.0938823981622802E-039                  4.9031802006255656E-038                  6.0486065467624415E-003                  3.6850991107583880E-001                  4.4469106868854658E-001                 -1.9682857312811237E+001                 -1.9779980347438219E+001                  2.7682798146861511E+000                  2.4254155749229582E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0935378269843189E+050                 -1.9323012267686553E+050                 -8.3876339978433646E+049                  1.0974852897007313E+050                 -1.9385420454012642E+050                 -8.4105675570053293E+049                  2.2815846878458945E+047                  0.0000000000000000E+000                 -2.2815846877524697E+047                                       17                                        1                                        6                  8.5800071359171799E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1166                  1.1292063660838643E+008                  8.3437613298825841E-001                  2.9245959928988277E+000                                     1721                  0.0000000000000000E+000                  8.3437613298825841E-001                  8.2285036254689992E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9164558246580803E+001                  2.7635217358045394E+000                  2.4147773507865109E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3698371991939160E+000                  3.2422842423587848E+000                 -1.5952734407558145E+000                  7.5497981076925269E+000                  8.1758370439433481E+000                  6.8185946726295406E+000                  2.3660756055713854E+001                  3.1706049810797431E+001                  5.8476286579844308E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  1.8052459192871623E-039                  2.2984921516077992E-038                  5.9899697731485724E-003                  3.6853797008576622E-001                  4.4472140912100316E-001                 -1.9276909218088015E+001                 -1.9806730847221782E+001                  2.7635217358045394E+000                  2.4078313048794397E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.0974852872764873E+050                 -1.9385418759662755E+050                 -8.4105658868978815E+049                  1.1021193270581877E+050                 -1.9458592567540215E+050                 -8.4373992969583386E+049                  2.6676783806458551E+047                  0.0000000000000000E+000                 -2.6676783800834056E+047                                       17                                        1                                        6                  8.5793489440745887E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1167                  1.1292164534373291E+008                  8.3437600391624922E-001                  3.0037772389464523E+000                                     1718                  0.0000000000000000E+000                  8.3437600391624922E-001                  8.2300578857015372E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8437108722010631E+001                  2.7753989083916601E+000                  2.4053980867292553E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3698416370935567E+000                  3.2298901323089466E+000                 -1.6014793715800131E+000                  7.5622099021586742E+000                  8.1736862036912772E+000                  6.8228581090578846E+000                  2.3666941284892896E+001                  3.2026948382887753E+001                  5.8959225722183843E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176301E-001                  2.2372000922358697E-021                  1.4963878745207496E-039                  6.1746431602219562E-038                  5.9181354468105171E-003                  3.6857396088995631E-001                  4.4475697851698914E-001                 -1.8460652795241923E+001                 -1.9714730288944512E+001                  2.7753989083916601E+000                  2.3977046292951321E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1021193245604667E+050                 -1.9458590884683602E+050                 -8.4373976390789348E+049                  1.1075374870973270E+050                 -1.9544025775683199E+050                 -8.4686509047099289E+049                  3.1041321434899824E+047                  0.0000000000000000E+000                 -3.1041321376961961E+047                                       17                                        1                                        6                  8.5784687465719038E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1168                  1.1292285582614870E+008                  8.3437586652806395E-001                  3.0829584849940774E+000                                     1717                  0.0000000000000000E+000                  8.3437586652806395E-001                  8.2314274182834934E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.7589219129269750E+001                  2.8171496009290213E+000                  2.4119658235007266E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3718546224345252E+000                  3.2282264698174425E+000                 -1.6063371735077026E+000                  7.5719254345032052E+000                  8.1710796856555685E+000                  6.8278121445650948E+000                  2.3674124898767868E+001                  3.2411744806123288E+001                  5.9540110285717383E+000                  1.7537423422595866E+000                  4.9936760881507569E-001                  1.4116003438714280E+001                  1.0000000000000004E-099                  1.0000000000000004E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  1.2907404061448624E-039                  1.7817535801784838E-036                  5.8241996760631156E-003                  3.6862436726852504E-001                  4.4480015641279097E-001                 -1.7672813805712824E+001                 -1.8345951921775249E+001                  2.8171496009290213E+000                  2.4027082416863554E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1075374843720244E+050                 -1.9544023931848124E+050                 -8.4686490881278802E+049                  1.1138303981304330E+050                 -1.9643088378466769E+050                 -8.5047843971624393E+049                  3.5842134805347012E+047                  0.0000000000000000E+000                 -3.5842133086341883E+047                                       17                                        1                                        6                  8.5772882057118647E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1169                  1.1292419477419397E+008                  8.3437571836447277E-001                  3.1267637255646323E+000                                     1717                  0.0000000000000000E+000                  8.3437571836447277E-001                  8.2331472964096664E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6738956120152633E+001                  2.9375710792433498E+000                  2.4651421133959861E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3794343742748119E+000                  3.2603365901766033E+000                 -1.6054416170086958E+000                  7.5701342443857085E+000                  8.1681437832523063E+000                  6.8330332385359913E+000                  2.3681690396271492E+001                  3.2836386241658460E+001                  6.0184672526733438E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358701E-021                  1.3696986439057658E-039                  1.8931046936784356E-036                  5.6894560444294860E-003                  3.6870510643242527E-001                  4.4485362121608957E-001                 -1.6802101444161970E+001                 -1.7607589416003858E+001                  2.9375710792433498E+000                  2.4517096515074912E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1138303951369274E+050                 -1.9643086400285661E+050                 -8.5047824489163866E+049                  1.1204299389410946E+050                 -1.9746747229656166E+050                 -8.5424478402452202E+049                  3.7287866762061687E+047                  0.0000000000000000E+000                 -3.7287825282705515E+047                                       17                                        1                                        9                  8.5757871155212229E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1170                  1.1292477484229004E+008                  8.3437563380544300E-001                  2.7634789797926964E+000                                     1739                  0.0000000000000000E+000                  8.3437563380544300E-001                  8.2340486399461521E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5511582636596096E+001                  3.0754891693431992E+000                  2.5339090157312492E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3875534499944688E+000                  3.3057486758355674E+000                 -1.5989737256185279E+000                  7.5571984175922013E+000                  8.1668322733999119E+000                  6.8351477961537048E+000                  2.3684751483261458E+001                  3.3019219178831932E+001                  6.0464750367962390E+000                  1.7537423422595866E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  1.8003164786554994E-039                  1.9914188243871220E-034                  5.6104748005689669E-003                  3.6875693563544232E-001                  4.4488040578090798E-001                 -1.5521301664933034E+001                 -1.7166594551195981E+001                  3.0754891693431992E+000                  2.5148112257494475E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1204299334970411E+050                 -1.9746745961619921E+050                 -8.5424466266495093E+049                  1.1230594214575001E+050                 -1.9787922627200765E+050                 -8.5573284126257646E+049                  1.4754813344847393E+047                  0.0000000000000000E+000                 -1.4754769896979395E+047                                       18                                        1                                        9                  8.5750162267925951E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1171                  1.1292491837815806E+008                  8.3437560253498844E-001                  2.1569604399786959E+000                                     1738                  0.0000000000000000E+000                  8.3437560253498844E-001                  8.2344021704498649E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8577670789814388E+001                  3.1202360648632115E+000                  2.5568254315071419E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3900291831941809E+000                  3.3203911256566565E+000                 -1.5966039671074068E+000                  7.5524588842936131E+000                  8.1665032235608450E+000                  6.8356546294532743E+000                  2.3685484850198186E+001                  3.3064309833651983E+001                  6.0534123503065267E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  2.0482170837044581E-039                  1.3531210744307770E-037                  5.5888962743458094E-003                  3.6877144834425291E-001                  4.4488735844722699E-001                 -1.8617400365011633E+001                 -1.9636054540722281E+001                  3.1202360648632115E+000                  2.5355962048277330E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1230594209865714E+050                 -1.9787922213535185E+050                 -8.5573280036694709E+049                  1.1236838773133620E+050                 -1.9797684087153041E+050                 -8.5608453140194209E+049                  3.4960641453377550E+046                  0.0000000000000000E+000                 -3.4960641432787203E+046                                       20                                        1                                        6                  8.5748153183875431E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1172                  1.1292509062119968E+008                  8.3437555979225264E-001                  2.2361416860263206E+000                                     1742                  0.0000000000000000E+000                  8.3437555979225264E-001                  8.2344021704498649E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8470888251893030E+001                  3.2091708778987118E+000                  2.6024972920209906E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.3945552226881306E+000                  3.3488977262594113E+000                 -1.5914027457939297E+000                  7.5420564194189632E+000                  8.1660906697511386E+000                  6.8362261859690694E+000                  2.3686310979088759E+001                  3.3118403451730195E+001                  6.0618241156762895E+000                  1.7537423422595870E+000                  4.9936760881507569E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  2.4640044543296661E-039                  1.7431751479529397E-037                  5.5573759242642370E-003                  3.6879362552045264E-001                  4.4489652539071062E-001                 -1.8938035507010888E+001                 -1.8652053745544112E+001                  3.2091708778987118E+000                  2.5764881058758502E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1236838766240532E+050                 -1.9797683536966628E+050                 -8.5608447707260955E+049                  1.1243672713960444E+050                 -1.9808325189175210E+050                 -8.5646524752147659E+049                  3.7712559574554948E+046                  0.0000000000000000E+000                 -3.7712559481867459E+046                                       20                                        1                                        6                  8.5745394673358195E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1173                  1.1292524130460000E+008                  8.3437551154620360E-001                  2.1780654119402296E+000                                     1746                  0.0000000000000000E+000                  8.3437551154620360E-001                  8.2347509235143357E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5739063946527576E+001                  3.4009707776368692E+000                  2.7015527479448247E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.4026473119146114E+000                  3.4051682338376850E+000                 -1.5794516704577548E+000                  7.5181542436344282E+000                  8.1656758880954783E+000                  6.8366203430871542E+000                  2.3686877933629777E+001                  3.3165737041982204E+001                  6.0694522419880572E+000                  1.7537423422595870E+000                  4.9936760881507569E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  3.0484207659300871E-039                  1.5672317368097682E-033                  5.5151375089379957E-003                  3.6882582294258820E-001                  4.4490629948397042E-001                 -1.5926234830081238E+001                 -1.6194839499436100E+001                  3.4009707776368692E+000                  2.6624164408073123E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1243672705949075E+050                 -1.9808324578210404E+050                 -8.5646518722613286E+049                  1.1247705346103194E+050                 -1.9814455236806149E+050                 -8.5667498907029545E+049                  2.0220351168957391E+046                  0.0000000000000000E+000                 -2.0220240455770139E+046                                       20                                        1                                        6                  8.5741961585540523E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1174                  1.1292530241121738E+008                  8.3437547906466325E-001                  1.7860882434474996E+000                                     1742                  0.0000000000000000E+000                  8.3437547906466325E-001                  8.2347509235143368E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9343123574538193E+001                  3.5251046722189314E+000                  2.7685987038623203E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.4070022756617107E+000                  3.4385427589962774E+000                 -1.5714743353726568E+000                  7.5021995565575113E+000                  8.1654852352305394E+000                  6.8367362137892975E+000                  2.3687043149961031E+001                  3.3184931878023072E+001                  6.0726573247299038E+000                  1.7537423422595870E+000                  4.9936760881507569E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  3.4831588071312786E-039                  6.6350079447041250E-038                  5.4925130649607530E-003                  3.6884377017347736E-001                  4.4491081452089160E-001                 -1.9512733511916181E+001                 -1.9833505073267265E+001                  3.5251046722189314E+000                  2.7189784652815798E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1247705341064652E+050                 -1.9814454816626736E+050                 -8.5667494755620849E+049                  1.1248529093157747E+050                 -1.9815601763315831E+050                 -8.5670726701580846E+049                  2.8699628752020926E+045                  0.0000000000000000E+000                 -2.8699628605659781E+045                                       21                                        1                                        6                  8.5740146347816371E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1175                  1.1292533135024248E+008                  8.3437545824395964E-001                  1.4614838965394161E+000                                     1751                  0.0000000000000000E+000                  8.3437545824395964E-001                  8.2352270749585244E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9615962491811306E+001                  3.6006905475739841E+000                  2.8108943377984414E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.4093361135041356E+000                  3.4577880903285187E+000                 -1.5665193453913864E+000                  7.4922895657577424E+000                  8.1653864291323277E+000                  6.8367745909838522E+000                  2.3687097117704717E+001                  3.3194026111337543E+001                  6.0742179858361416E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714280E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  3.8577404219902105E-039                  3.7025521485644567E-039                  5.4798119675253058E-003                  3.6885405488405926E-001                  4.4491313338314659E-001                 -1.9866278047678492E+001                 -1.9974421833880189E+001                  3.6006905475739841E+000                  2.7541966591863498E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1248529090179099E+050                 -1.9815601516913261E+050                 -8.5670724267341629E+049                  1.1248613680901731E+050                 -1.9815637209362184E+050                 -8.5670235284604523E+049                 -6.6028314917117281E+044                  0.0000000000000000E+000                  6.6028314920243972E+044                                       22                                        1                                        6                  8.5739127215084761E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1176                  1.1292536028926758E+008                  8.3437543343216680E-001                  1.4614838965394161E+000                                     1752                  0.0000000000000000E+000                  8.3437543343216680E-001                  8.2352270749585255E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.9490934264443940E+001                  3.7076725743450618E+000                  2.8721585945436057E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.4120935329661224E+000                  3.4827924019278247E+000                 -1.5595320285157046E+000                  7.4783149190917797E+000                  8.1652725532252042E+000                  6.8367841015894282E+000                  2.3687108603606003E+001                  3.3203135841664839E+001                  6.0758552605978640E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000002E-099                  1.0000000000000002E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176290E-001                  2.2372000922358697E-021                  4.4938612567664560E-039                  4.5818013127341645E-039                  5.4636497430383055E-003                  3.6886748427337235E-001                  4.4491573748214791E-001                 -1.9671775545617329E+001                 -1.9958708547770584E+001                  3.7076725743450618E+000                  2.8045791963605162E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1248613677221292E+050                 -1.9815636913862738E+050                 -8.5670232366414453E+049                  1.1248162276382570E+050                 -1.9814781137750314E+050                 -8.5666188613677435E+049                 -4.3238428464770595E+045                  0.0000000000000000E+000                  4.3238428469842560E+045                                       22                                        1                                        6                  8.5737827249478684E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                    1177                  1.1292538545698014E+008                  8.3437540629769891E-001                  1.4008437450750111E+000                                     1752                  0.0000000000000000E+000                  8.3437540629769891E-001                  8.2352270749585255E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.8702854903248319E+001                  3.8465107400224867E+000                  2.9550741316639564E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                  5.4148302164325424E+000                  3.5119890371821154E+000                 -1.5504070778214014E+000                  7.4600650035796150E+000                  8.1651504961193933E+000                  6.8367483708759931E+000                  2.3687053835228880E+001                  3.3211084128418506E+001                  6.0773964298485632E+000                  1.7537423422595870E+000                  4.9936760881507575E-001                  1.4116003438714278E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  4.1545955194841477E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1848639161417841E-029                  5.6640228059176279E-001                  2.2372000922358697E-021                  5.1938957449147510E-039                  7.0409436783856285E-038                  5.4444122344815609E-003                  3.6888391588949698E-001                  4.4491838494804076E-001                 -1.9063256766782409E+001                 -1.8951662127765807E+001                  3.8465107400224867E+000                  2.8723922230481462E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  1.1248162272282299E+050                 -1.9814780815068994E+050                 -8.5666185427866955E+049                  1.1246952680195894E+050                 -1.9812668578293832E+050                 -8.5657158980979381E+049                 -9.4661185369613367E+045                  0.0000000000000000E+000                  9.4661185413278746E+045                                       22                                        1                                        6                  8.5736268044498356E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
